Date,^FTSE,^GSPC,^N225,^STOXX50E
2010-04-06,5780.39990234375,1189.43994140625,11282.3203125,2989.489990234375
2010-04-07,5762.10009765625,1182.449951171875,11292.830078125,2974.6201171875
2010-04-08,5712.7001953125,1186.43994140625,11168.2001953125,2942.31005859375
2010-04-09,5771.0,1194.3699951171875,11204.33984375,2993.5400390625
2010-04-12,5777.7001953125,1196.47998046875,11251.900390625,3002.22998046875
2010-04-13,5761.7001953125,1197.300048828125,11161.23046875,2988.239990234375
2010-04-14,5796.2998046875,1210.6500244140625,11204.900390625,3008.030029296875
2010-04-15,5825.0,1211.6700439453125,11273.7900390625,3012.64990234375
2010-04-16,5744.0,1192.1300048828125,11102.1796875,2949.64990234375
2010-04-19,5727.89990234375,1197.52001953125,10908.76953125,2940.18994140625
2010-04-20,5783.7001953125,1207.1700439453125,10900.6796875,2983.909912109375
2010-04-21,5723.39990234375,1205.93994140625,11090.0498046875,2947.639892578125
2010-04-22,5665.2998046875,1208.6700439453125,10949.08984375,2897.590087890625
2010-04-23,5723.7001953125,1217.280029296875,10914.4599609375,2918.110107421875
2010-04-26,5753.89990234375,1212.050048828125,11165.7900390625,2947.0400390625
2010-04-27,5603.5,1183.7099609375,11212.66015625,2838.780029296875
2010-04-28,5586.60009765625,1191.3599853515625,10924.7900390625,2788.5400390625
2010-04-29,5617.7998046875,1206.780029296875,,2828.1201171875
2010-04-30,5553.2998046875,1186.68994140625,11057.400390625,2816.860107421875
2010-05-03,,1202.260009765625,,2816.5
2010-05-04,5411.10009765625,1173.5999755859375,,2708.1201171875
2010-05-05,5341.89990234375,1165.8699951171875,,2679.300048828125
2010-05-06,5261.0,1128.1500244140625,10695.6904296875,2611.409912109375
2010-05-07,5123.0,1110.8800048828125,10364.58984375,2500.179931640625
2010-05-10,5387.39990234375,1159.72998046875,10530.7001953125,2758.889892578125
2010-05-11,5334.2001953125,1155.7900390625,10411.099609375,2730.47998046875
2010-05-12,5383.5,1171.6700439453125,10394.0302734375,2764.31005859375
2010-05-13,5433.7001953125,1157.43994140625,10620.5498046875,
2010-05-14,5262.89990234375,1135.6800537109375,10462.509765625,2633.919921875
2010-05-17,5262.5,1136.93994140625,10235.759765625,2635.340087890625
2010-05-18,5307.2998046875,1120.800048828125,10242.6396484375,2698.2099609375
2010-05-19,5158.10009765625,1115.050048828125,10186.83984375,2619.47998046875
2010-05-20,5073.10009765625,1071.5899658203125,10030.3095703125,2569.580078125
2010-05-21,5062.89990234375,1087.68994140625,9784.5400390625,2574.179931640625
2010-05-24,5069.60009765625,1073.6500244140625,9758.400390625,
2010-05-25,4940.7001953125,1074.030029296875,9459.8896484375,2488.5
2010-05-26,5038.10009765625,1067.949951171875,9522.66015625,2530.340087890625
2010-05-27,5195.2001953125,1103.06005859375,9639.7197265625,2619.360107421875
2010-05-28,5188.39990234375,1089.4100341796875,9762.98046875,2614.06005859375
2010-05-31,,,9768.7001953125,2610.260009765625
2010-06-01,5163.2998046875,1070.7099609375,9711.830078125,2606.580078125
2010-06-02,5151.2998046875,1098.3800048828125,9603.240234375,2601.97998046875
2010-06-03,5211.2001953125,1102.8299560546875,9914.1904296875,2634.159912109375
2010-06-04,5126.0,1064.8800048828125,9901.1904296875,2553.590087890625
2010-06-07,5069.10009765625,1050.469970703125,9520.7998046875,2529.969970703125
2010-06-08,5028.2001953125,1062.0,9537.9404296875,2510.840087890625
2010-06-09,5085.89990234375,1055.68994140625,9439.1298828125,2556.679931640625
2010-06-10,5132.5,1086.8399658203125,9542.650390625,2608.739990234375
2010-06-11,5163.7001953125,1091.5999755859375,9705.25,2638.31005859375
2010-06-14,5202.10009765625,1089.6300048828125,9879.849609375,2683.4599609375
2010-06-15,5217.7998046875,1115.22998046875,9887.8896484375,2716.300048828125
2010-06-16,5237.89990234375,1114.6099853515625,10067.150390625,2718.72998046875
2010-06-17,5253.89990234375,1116.0400390625,9999.400390625,2728.1201171875
2010-06-18,5250.7998046875,1117.510009765625,9995.01953125,2737.02001953125
2010-06-21,5299.10009765625,1113.199951171875,10238.009765625,2768.27001953125
2010-06-22,5247.0,1095.31005859375,10112.8896484375,2745.969970703125
2010-06-23,5178.5,1092.0400390625,9923.7001953125,2704.800048828125
2010-06-24,5100.2001953125,1073.68994140625,9928.33984375,2645.320068359375
2010-06-25,5046.5,1076.760009765625,9737.48046875,2629.25
2010-06-28,5071.7001953125,1074.5699462890625,9693.9404296875,2668.669921875
2010-06-29,4914.2001953125,1041.239990234375,9570.669921875,2556.340087890625
2010-06-30,4916.89990234375,1030.7099609375,9382.6396484375,2573.320068359375
2010-07-01,4805.7998046875,1027.3699951171875,9191.599609375,2518.64990234375
2010-07-02,4838.10009765625,1022.5800170898438,9203.7099609375,2522.360107421875
2010-07-05,4823.5,,9266.7802734375,2507.830078125
2010-07-06,4965.0,1028.06005859375,9338.0400390625,2578.68994140625
2010-07-07,5014.7998046875,1060.27001953125,9279.650390625,2634.389892578125
2010-07-08,5105.5,1070.25,9535.740234375,2666.419921875
2010-07-09,5132.89990234375,1077.9599609375,9585.3203125,2681.199951171875
2010-07-12,5167.0,1078.75,9548.1103515625,2686.090087890625
2010-07-13,5271.0,1095.3399658203125,9537.23046875,2737.590087890625
2010-07-14,5253.5,1095.1700439453125,9795.240234375,2738.9599609375
2010-07-15,5211.2998046875,1096.47998046875,9685.5302734375,2702.81005859375
2010-07-16,5158.89990234375,1064.8800048828125,9408.3603515625,2645.610107421875
2010-07-19,5148.2998046875,1071.25,,2634.60009765625
2010-07-20,5139.5,1083.47998046875,,2627.280029296875
2010-07-21,5214.60009765625,1069.5899658203125,9278.830078125,2639.52001953125
2010-07-22,5313.7998046875,1093.6700439453125,9220.8798828125,2714.2099609375
2010-07-23,5312.60009765625,1102.6600341796875,9430.9599609375,2719.1298828125
2010-07-26,5351.10009765625,1115.010009765625,9503.66015625,2743.1201171875
2010-07-27,5365.7001953125,1113.8399658203125,9496.849609375,2769.31005859375
2010-07-28,5319.7001953125,1106.1300048828125,9753.26953125,2766.110107421875
2010-07-29,5314.0,1101.530029296875,9696.01953125,2752.929931640625
2010-07-30,5258.0,1101.5999755859375,9537.2998046875,2742.139892578125
2010-08-02,5397.10009765625,1125.8599853515625,9570.3095703125,2822.169921875
2010-08-03,5396.5,1120.4599609375,9694.009765625,2818.969970703125
2010-08-04,5386.2001953125,1127.239990234375,9489.33984375,2825.080078125
2010-08-05,5365.7998046875,1125.81005859375,9653.919921875,2819.340087890625
2010-08-06,5332.39990234375,1121.6400146484375,9642.1201171875,2779.340087890625
2010-08-09,5410.5,1127.7900390625,9572.490234375,2827.27001953125
2010-08-10,5376.39990234375,1121.06005859375,9551.0498046875,2800.02001953125
2010-08-11,5245.2001953125,1089.469970703125,9292.849609375,2724.159912109375
2010-08-12,5266.10009765625,1083.6099853515625,9212.58984375,2720.85009765625
2010-08-13,5275.39990234375,1079.25,9253.4599609375,2708.72998046875
2010-08-16,5276.10009765625,1079.3800048828125,9196.669921875,2698.2900390625
2010-08-17,5350.60009765625,1092.5400390625,9161.6796875,2737.68994140625
2010-08-18,5302.89990234375,1094.1600341796875,9240.5400390625,2728.659912109375
2010-08-19,5211.2998046875,1075.6300048828125,9362.6796875,2675.02001953125
2010-08-20,5195.2998046875,1071.68994140625,9179.3798828125,2643.97998046875
2010-08-23,5234.7998046875,1067.3599853515625,9116.6904296875,2660.840087890625
2010-08-24,5156.0,1051.8699951171875,8995.1396484375,2614.5400390625
2010-08-25,5109.39990234375,1055.3299560546875,8845.3896484375,2587.39990234375
2010-08-26,5155.7998046875,1047.219970703125,8906.48046875,2606.889892578125
2010-08-27,5201.60009765625,1064.5899658203125,8991.0595703125,2630.35009765625
2010-08-30,,1048.9200439453125,9149.259765625,2616.570068359375
2010-08-31,5225.2001953125,1049.3299560546875,8824.0595703125,2622.949951171875
2010-09-01,5366.39990234375,1080.2900390625,8927.01953125,2715.27001953125
2010-09-02,5371.0,1090.0999755859375,9062.83984375,2715.18994140625
2010-09-03,5428.2001953125,1104.510009765625,9114.1298828125,2746.22998046875
2010-09-06,5439.2001953125,,9301.3203125,2753.60009765625
2010-09-07,5407.7998046875,1091.8399658203125,9226.0,2727.159912109375
2010-09-08,5429.7001953125,1098.8699951171875,9024.599609375,2752.889892578125
2010-09-09,5494.2001953125,1104.1800537109375,9098.3896484375,2782.429931640625
2010-09-10,5501.60009765625,1109.550048828125,9239.169921875,2780.39990234375
2010-09-13,5565.5,1121.9000244140625,9321.8203125,2805.06005859375
2010-09-14,5567.39990234375,1121.0999755859375,9299.3095703125,2806.469970703125
2010-09-15,5555.60009765625,1125.0699462890625,,2794.360107421875
2010-09-16,5540.10009765625,1124.6600341796875,9509.5,2784.610107421875
2010-09-17,5508.5,1125.5899658203125,9626.08984375,2757.3701171875
2010-09-20,5602.5,1142.7099609375,,2802.669921875
2010-09-21,5576.2001953125,1139.780029296875,9602.1103515625,2794.550048828125
2010-09-22,5551.89990234375,1134.280029296875,9566.3203125,2752.77001953125
2010-09-23,5547.10009765625,1124.8299560546875,,2738.610107421875
2010-09-24,5598.5,1148.6700439453125,9471.669921875,2792.75
2010-09-27,5573.39990234375,1142.1600341796875,9603.1396484375,2776.330078125
2010-09-28,5578.39990234375,1147.699951171875,9495.759765625,2774.6201171875
2010-09-29,5569.2998046875,1144.72998046875,9559.3798828125,2752.7099609375
2010-09-30,5548.60009765625,1141.199951171875,9369.349609375,2747.89990234375
2010-10-01,5592.89990234375,1146.239990234375,9404.23046875,2732.909912109375
2010-10-04,5556.0,1137.030029296875,9381.0595703125,2701.02001953125
2010-10-05,5635.7998046875,1160.75,9518.759765625,2758.56005859375
2010-10-06,5681.39990234375,1159.969970703125,9691.4296875,2780.0
2010-10-07,5662.10009765625,1158.06005859375,9684.8095703125,2786.8798828125
2010-10-08,5657.60009765625,1165.1500244140625,9588.8798828125,2785.429931640625
2010-10-11,5672.39990234375,1165.3199462890625,,2789.719970703125
2010-10-12,5661.60009765625,1169.77001953125,9388.6396484375,2775.75
2010-10-13,5747.39990234375,1178.0999755859375,9403.509765625,2840.550048828125
2010-10-14,5727.2001953125,1173.81005859375,9583.509765625,2836.110107421875
2010-10-15,5703.39990234375,1176.18994140625,9500.25,2841.64990234375
2010-10-18,5742.5,1184.7099609375,9498.490234375,2850.719970703125
2010-10-19,5703.89990234375,1165.9000244140625,9539.4501953125,2837.330078125
2010-10-20,5728.89990234375,1178.1700439453125,9381.599609375,2851.52001953125
2010-10-21,5757.89990234375,1180.260009765625,9376.48046875,2882.2900390625
2010-10-22,5741.39990234375,1183.0799560546875,9426.7099609375,2873.739990234375
2010-10-25,5752.0,1185.6199951171875,9401.16015625,2871.47998046875
2010-10-26,5707.2998046875,1185.6400146484375,9377.3798828125,2856.31005859375
2010-10-27,5646.0,1182.449951171875,9387.0302734375,2829.419921875
2010-10-28,5677.89990234375,1183.780029296875,9366.0302734375,2845.530029296875
2010-10-29,5675.2001953125,1183.260009765625,9202.4501953125,2844.989990234375
2010-11-01,5694.60009765625,1184.3800048828125,9154.7197265625,2836.72998046875
2010-11-02,5757.39990234375,1193.5699462890625,9159.98046875,2861.010009765625
2010-11-03,5749.0,1197.9599609375,,2830.429931640625
2010-11-04,5862.7998046875,1221.06005859375,9358.7802734375,2884.2099609375
2010-11-05,5875.39990234375,1225.8499755859375,9625.990234375,2875.93994140625
2010-11-08,5850.0,1223.25,9732.919921875,2867.9599609375
2010-11-09,5875.2001953125,1213.4000244140625,9694.490234375,2890.639892578125
2010-11-10,5816.89990234375,1218.7099609375,9830.51953125,2845.929931640625
2010-11-11,5815.2001953125,1213.5400390625,9861.4599609375,2831.219970703125
2010-11-12,5796.89990234375,1199.2099609375,9724.8095703125,2822.429931640625
2010-11-15,5820.39990234375,1197.75,9827.509765625,2848.449951171875
2010-11-16,5681.89990234375,1178.3399658203125,9797.099609375,2781.77001953125
2010-11-17,5692.60009765625,1178.5899658203125,9811.66015625,2802.699951171875
2010-11-18,5768.7001953125,1196.68994140625,10013.6298828125,2855.22998046875
2010-11-19,5732.7998046875,1199.72998046875,10022.3896484375,2845.75
2010-11-22,5680.7998046875,1197.8399658203125,10115.1904296875,2811.429931640625
2010-11-23,5581.2998046875,1180.72998046875,,2739.3701171875
2010-11-24,5657.10009765625,1198.3499755859375,10030.1103515625,2758.02001953125
2010-11-25,5698.89990234375,,10079.759765625,2765.050048828125
2010-11-26,5668.7001953125,1189.4000244140625,10039.5595703125,2736.9599609375
2010-11-29,5551.0,1187.760009765625,10125.990234375,2669.9599609375
2010-11-30,5528.2998046875,1180.550048828125,9937.0400390625,2650.989990234375
2010-12-01,5642.5,1206.0699462890625,9988.0498046875,2721.8701171875
2010-12-02,5767.60009765625,1221.530029296875,10168.51953125,2781.389892578125
2010-12-03,5745.2998046875,1224.7099609375,10178.3203125,2782.389892578125
2010-12-06,5770.2998046875,1223.1199951171875,10167.23046875,2769.9599609375
2010-12-07,5808.5,1223.75,10141.099609375,2802.739990234375
2010-12-08,5794.5,1228.280029296875,10232.330078125,2818.949951171875
2010-12-09,5808.0,1233.0,10285.8798828125,2840.7099609375
2010-12-10,5813.0,1240.4000244140625,10211.9501953125,2839.530029296875
2010-12-13,5860.7998046875,1240.4599609375,10293.8896484375,2855.3701171875
2010-12-14,5891.2001953125,1241.5899658203125,10316.76953125,2861.669921875
2010-12-15,5882.2001953125,1235.22998046875,10309.7802734375,2841.989990234375
2010-12-16,5881.10009765625,1242.8699951171875,10311.2900390625,2845.780029296875
2010-12-17,5871.7998046875,1243.9100341796875,10303.830078125,2821.77001953125
2010-12-20,5891.60009765625,1247.0799560546875,10216.41015625,2839.219970703125
2010-12-21,5951.7998046875,1254.5999755859375,10370.5302734375,2876.989990234375
2010-12-22,5983.5,1258.8399658203125,10346.48046875,2869.6298828125
2010-12-23,5996.10009765625,1256.77001953125,,2864.52001953125
2010-12-24,6008.89990234375,,10279.1904296875,
2010-12-27,,1257.5400390625,10355.990234375,2826.510009765625
2010-12-28,,1258.510009765625,10292.6298828125,2824.300048828125
2010-12-29,5996.39990234375,1259.780029296875,10344.5400390625,2841.22998046875
2010-12-30,5971.0,1257.8800048828125,10228.919921875,2807.0400390625
2010-12-31,5899.89990234375,1257.6400146484375,,
2011-01-03,,1271.8699951171875,,2839.429931640625
2011-01-04,6013.89990234375,1270.199951171875,10398.099609375,2844.169921875
2011-01-05,6043.89990234375,1276.56005859375,10380.76953125,2833.739990234375
2011-01-06,6019.5,1273.8499755859375,10529.759765625,2836.22998046875
2011-01-07,5984.2998046875,1271.5,10541.0400390625,2808.25
2011-01-10,5956.2998046875,1269.75,,2760.8798828125
2011-01-11,6014.0,1274.47998046875,10510.6796875,2796.60009765625
2011-01-12,6050.7001953125,1285.9599609375,10512.7998046875,2879.110107421875
2011-01-13,6023.89990234375,1283.760009765625,10589.759765625,2915.6201171875
2011-01-14,6002.10009765625,1293.239990234375,10499.0400390625,2920.39990234375
2011-01-17,5985.7001953125,,10502.8603515625,2910.6298828125
2011-01-18,6056.39990234375,1295.02001953125,10518.98046875,2945.6201171875
2011-01-19,5976.7001953125,1281.9200439453125,10557.099609375,2923.760009765625
2011-01-20,5867.89990234375,1280.260009765625,10437.3095703125,2927.419921875
2011-01-21,5896.2998046875,1283.3499755859375,10274.51953125,2970.56005859375
2011-01-24,5943.89990234375,1290.8399658203125,10345.1103515625,2979.06005859375
2011-01-25,5917.7001953125,1291.1800537109375,10464.419921875,2957.780029296875
2011-01-26,5969.2001953125,1296.6300048828125,10401.900390625,2967.780029296875
2011-01-27,5965.10009765625,1299.5400390625,10478.66015625,2989.75
2011-01-28,5881.39990234375,1276.3399658203125,10360.33984375,2954.1298828125
2011-01-31,5862.89990234375,1286.1199951171875,10237.919921875,2953.6298828125
2011-02-01,5957.7998046875,1307.5899658203125,10274.5,3006.81005859375
2011-02-02,6000.10009765625,1304.030029296875,10457.3603515625,3012.699951171875
2011-02-03,5983.2998046875,1307.0999755859375,10431.3603515625,2995.489990234375
2011-02-04,5997.39990234375,1310.8699951171875,10543.51953125,3003.18994140625
2011-02-07,6051.0,1319.050048828125,10592.0400390625,3031.179931640625
2011-02-08,6091.2998046875,1324.5699462890625,10635.98046875,3042.5
2011-02-09,6052.2998046875,1320.8800048828125,10617.830078125,3031.6201171875
2011-02-10,6020.0,1321.8699951171875,10605.650390625,3025.679931640625
2011-02-11,6062.89990234375,1329.1500244140625,,3024.3701171875
2011-02-14,6060.10009765625,1332.3199462890625,10725.5400390625,3018.3798828125
2011-02-15,6037.10009765625,1328.010009765625,10746.669921875,3030.4599609375
2011-02-16,6085.2998046875,1336.3199462890625,10808.2900390625,3061.919921875
2011-02-17,6087.39990234375,1340.4300537109375,10836.6396484375,3064.5400390625
2011-02-18,6083.0,1343.010009765625,10842.7998046875,3068.0
2011-02-21,6014.7998046875,,10857.5302734375,3012.340087890625
2011-02-22,5996.7998046875,1315.43994140625,10664.7001953125,2983.330078125
2011-02-23,5923.5,1307.4000244140625,10579.099609375,2954.919921875
2011-02-24,5920.0,1306.0999755859375,10452.7099609375,2949.1298828125
2011-02-25,6001.2001953125,1319.8800048828125,10526.759765625,2985.02001953125
2011-02-28,5994.0,1327.219970703125,10624.08984375,3013.090087890625
2011-03-01,5935.7998046875,1306.3299560546875,10754.0302734375,2983.27001953125
2011-03-02,5914.89990234375,1308.43994140625,10492.3798828125,2958.800048828125
2011-03-03,6005.10009765625,1330.969970703125,10586.01953125,2969.239990234375
2011-03-04,5990.39990234375,1321.1500244140625,10693.66015625,2949.179931640625
2011-03-07,5973.7998046875,1310.1300048828125,10505.01953125,2931.419921875
2011-03-08,5974.7998046875,1321.8199462890625,10525.1904296875,2945.419921875
2011-03-09,5937.2998046875,1320.02001953125,10589.5,2935.110107421875
2011-03-10,5845.2998046875,1295.1099853515625,10434.3798828125,2909.72998046875
2011-03-11,5828.7001953125,1304.280029296875,10254.4296875,2883.840087890625
2011-03-14,5775.2001953125,1296.3900146484375,9620.490234375,2852.110107421875
2011-03-15,5695.2998046875,1281.8699951171875,8605.150390625,2784.199951171875
2011-03-16,5598.2001953125,1256.8800048828125,9093.7197265625,2721.239990234375
2011-03-17,5696.10009765625,1273.719970703125,8962.669921875,2786.159912109375
2011-03-18,5718.10009765625,1279.2099609375,9206.75,2792.610107421875
2011-03-21,5786.10009765625,1298.3800048828125,,2860.81005859375
2011-03-22,5762.7001953125,1293.77001953125,9608.3203125,2854.7900390625
2011-03-23,5795.89990234375,1297.5400390625,9449.4697265625,2866.22998046875
2011-03-24,5880.89990234375,1309.6600341796875,9435.009765625,2909.780029296875
2011-03-25,5900.7998046875,1313.800048828125,9536.1298828125,2911.330078125
2011-03-28,5904.5,1310.18994140625,9478.5302734375,2914.760009765625
2011-03-29,5932.2001953125,1319.43994140625,9459.080078125,2910.929931640625
2011-03-30,5948.2998046875,1328.260009765625,9708.7900390625,2936.43994140625
2011-03-31,5908.7998046875,1325.8299560546875,9755.099609375,2910.909912109375
2011-04-01,6009.89990234375,1332.4100341796875,9708.3896484375,2962.919921875
2011-04-04,6017.0,1332.8699951171875,9718.8896484375,2955.840087890625
2011-04-05,6007.10009765625,1332.6300048828125,9615.5498046875,2950.9599609375
2011-04-06,6041.10009765625,1335.5400390625,9584.3701171875,2971.47998046875
2011-04-07,6007.39990234375,1333.510009765625,9590.9296875,2963.68994140625
2011-04-08,6055.7998046875,1328.1700439453125,9768.080078125,2984.659912109375
2011-04-11,6053.39990234375,1324.4599609375,9719.7001953125,2974.580078125
2011-04-12,5964.5,1314.1600341796875,9555.259765625,2932.330078125
2011-04-13,6010.39990234375,1314.4100341796875,9641.1796875,2949.97998046875
2011-04-14,5963.7998046875,1314.52001953125,9653.919921875,2917.719970703125
2011-04-15,5996.0,1319.6800537109375,9591.51953125,2919.050048828125
2011-04-18,5870.10009765625,1305.1400146484375,9556.650390625,2847.9599609375
2011-04-19,5896.89990234375,1312.6199951171875,9441.0302734375,2857.610107421875
2011-04-20,6022.2998046875,1330.3599853515625,9606.8203125,2921.429931640625
2011-04-21,6018.2998046875,1337.3800048828125,9685.76953125,2936.300048828125
2011-04-22,,,9682.2099609375,
2011-04-25,,1335.25,9671.9599609375,
2011-04-26,6069.39990234375,1347.239990234375,9558.6904296875,2955.360107421875
2011-04-27,6068.2001953125,1355.6600341796875,9691.83984375,2977.590087890625
2011-04-28,6069.89990234375,1360.47998046875,9849.740234375,3005.330078125
2011-04-29,,1363.6099853515625,,3011.25
2011-05-02,,1361.219970703125,10004.2001953125,3008.889892578125
2011-05-03,6082.89990234375,1356.6199951171875,,3000.389892578125
2011-05-04,5984.10009765625,1347.3199462890625,,2952.02001953125
2011-05-05,5920.0,1335.0999755859375,,2926.5400390625
2011-05-06,5976.7998046875,1340.199951171875,9859.2001953125,2952.89990234375
2011-05-09,5942.7001953125,1346.2900390625,9794.3798828125,2902.39990234375
2011-05-10,6018.89990234375,1357.1600341796875,9818.759765625,2939.02001953125
2011-05-11,5976.0,1342.0799560546875,9864.259765625,2942.429931640625
2011-05-12,5945.0,1348.6500244140625,9716.650390625,2917.050048828125
2011-05-13,5925.89990234375,1337.77001953125,9648.76953125,2894.60009765625
2011-05-16,5923.7001953125,1329.469970703125,9558.2998046875,2881.31005859375
2011-05-17,5861.0,1328.97998046875,9567.01953125,2849.60009765625
2011-05-18,5923.5,1340.6800537109375,9662.080078125,2867.300048828125
2011-05-19,5956.0,1343.5999755859375,9620.8203125,2890.60009765625
2011-05-20,5948.5,1333.27001953125,9607.080078125,2853.97998046875
2011-05-23,5835.89990234375,1317.3699951171875,9460.6298828125,2794.260009765625
2011-05-24,5858.39990234375,1316.280029296875,9477.169921875,2801.27001953125
2011-05-25,5870.10009765625,1320.469970703125,9422.8798828125,2816.840087890625
2011-05-26,5881.0,1325.68994140625,9562.0498046875,2799.820068359375
2011-05-27,5938.89990234375,1331.0999755859375,9521.9404296875,2819.39990234375
2011-05-30,,,9504.9697265625,
2011-05-31,5990.0,1345.199951171875,9693.73046875,
2011-06-01,5928.60009765625,1314.550048828125,9719.6103515625,2827.659912109375
2011-06-02,5847.89990234375,1312.93994140625,9555.0400390625,
2011-06-03,5855.0,1300.1600341796875,9492.2099609375,2789.110107421875
2011-06-06,5863.2001953125,1286.1700439453125,9380.349609375,2765.330078125
2011-06-07,5864.7001953125,1284.93994140625,9442.9501953125,2774.5
2011-06-08,5808.89990234375,1279.56005859375,9449.4599609375,2752.06005859375
2011-06-09,5856.2998046875,1289.0,9467.150390625,2778.1201171875
2011-06-10,5765.7998046875,1270.97998046875,9514.4404296875,2732.5400390625
2011-06-13,5773.5,1271.8299560546875,9448.2099609375,
2011-06-14,5803.10009765625,1287.8699951171875,9547.7900390625,2779.93994140625
2011-06-15,5742.60009765625,1265.4200439453125,9574.3203125,2731.5
2011-06-16,5698.7998046875,1267.6400146484375,9411.2802734375,2730.6201171875
