iter	Logloss
386	0.2413282388
387	0.2413086692
388	0.24130358
389	0.2412830332
390	0.2412680588
391	0.2412663214
392	0.2412379985
393	0.2412156495
394	0.2411947524
395	0.2411759989
396	0.2411595634
397	0.2411362485
398	0.2411287985
399	0.2411214448
400	0.2410903646
401	0.2410745545
402	0.2410501067
403	0.2410293201
404	0.2410110344
405	0.2409895394
406	0.2409875821
407	0.2409605265
408	0.2409433694
409	0.240913448
410	0.2408849303
411	0.240863485
412	0.2408498486
413	0.2408391482
414	0.240824735
415	0.2408094912
416	0.2408037531
417	0.2407923959
418	0.2407741382
419	0.2407626604
420	0.2407499465
421	0.2407302718
422	0.240700772
423	0.2406838259
424	0.240671801
425	0.2406634169
426	0.2406467706
427	0.2406281167
428	0.2406201231
429	0.2405981504
430	0.2405919102
431	0.2405679169
432	0.2405589743
433	0.2405350242
434	0.2405104398
435	0.2405026261
436	0.2404809502
437	0.2404682839
438	0.2404447367
439	0.2404295789
440	0.2404185198
441	0.2403979351
442	0.2403740779
443	0.2403434186
444	0.2403351194
445	0.2403166784
446	0.2403050819
447	0.2402783114
448	0.2402680979
449	0.2402496625
450	0.2402400127
451	0.2402228732
452	0.240211098
453	0.2401921061
454	0.2401756321
455	0.2401550531
456	0.2401371855
457	0.2401327495
458	0.2401100799
459	0.2400852532
460	0.2400807406
461	0.240062831
462	0.2400533182
463	0.2400345522
464	0.2400173046
465	0.2400038468
466	0.2399935549
467	0.2399816766
468	0.2399670596
469	0.2399500593
470	0.2399311132
471	0.2399238698
472	0.2399144616
473	0.2399007063
474	0.2398884945
475	0.239882009
476	0.2398694557
477	0.2398421826
478	0.23982028
479	0.239809371
480	0.2397985739
481	0.2397742953
482	0.2397549081
483	0.2397491153
484	0.2397473095
485	0.2397400382
486	0.2397116836
487	0.2396982228
488	0.2396830647
489	0.2396615352
490	0.2396530603
491	0.2396282952
492	0.2396053747
493	0.2395930786
494	0.2395783675
495	0.2395529615
496	0.2395375187
497	0.2395194571
498	0.2395023517
499	0.2394825655
500	0.2394614427
501	0.2394469479
502	0.2394376923
503	0.2394297792
504	0.2394162339
505	0.2394114098
506	0.2393958615
507	0.2393880085
508	0.2393830092
509	0.2393693679
510	0.23934654
511	0.2393251394
512	0.239320029
513	0.2393074332
514	0.2392841422
515	0.2392652621
516	0.2392476764
517	0.2392389083
518	0.2392135311
519	0.2391957796
520	0.2391735178
521	0.2391596141
522	0.2391478698
523	0.2391317432
524	0.2391217294
525	0.2391062626
526	0.2390858833
527	0.2390735976
528	0.2390575601
529	0.2390321257
530	0.2390167184
531	0.2389970375
532	0.2389840347
533	0.2389612437
534	0.2389504715
535	0.2389375436
536	0.2389237514
537	0.2389016557
538	0.238881461
539	0.238870331
540	0.2388562109
541	0.2388356263
542	0.2388227659
543	0.2388137912
544	0.2387933088
545	0.2387755797
546	0.2387659358
547	0.2387516292
548	0.2387377691
549	0.2387137248
550	0.2386910373
551	0.2386791484
552	0.2386678369
553	0.2386482148
554	0.238643182
555	0.2386233105
556	0.2385986297
557	0.2385754879
558	0.2385586861
559	0.2385522759
560	0.2385417016
561	0.2385213064
562	0.2385064818
563	0.2384952893
564	0.2384910174
565	0.2384766284
566	0.2384548021
567	0.2384383481
568	0.2384247394
569	0.2384181481
570	0.2384124114
571	0.2383949391
572	0.2383854956
573	0.2383631535
574	0.23835069
575	0.2383377289
576	0.2383246031
577	0.238303227
578	0.238294667
579	0.2382712611
580	0.238261744
581	0.238240832
582	0.2382232903
583	0.2382147324
584	0.2381981838
585	0.2381900664
586	0.238175605
587	0.2381552684
588	0.2381444897
589	0.2381194539
590	0.2381059704
591	0.2380965037
592	0.2380794223
593	0.2380607889
594	0.238042059
595	0.2380281723
596	0.2380189496
597	0.2380138415
598	0.2379858849
599	0.2379810539
600	0.2379720791
601	0.2379660935
602	0.237956133
603	0.2379430866
604	0.2379383736
605	0.2379220811
606	0.2379057823
607	0.2378998985
608	0.2378781903
609	0.2378654015
610	0.2378577784
611	0.2378388243
612	0.2378227579
613	0.2378186518
614	0.2378027118
615	0.2377906977
616	0.2377750147
617	0.2377654578
618	0.2377611433
619	0.2377484669
620	0.237725951
621	0.2377048451
622	0.2376889925
623	0.2376812526
624	0.2376671572
625	0.2376567958
626	0.237652533
627	0.2376369571
628	0.2376157567
629	0.2375945409
630	0.2375729933
631	0.2375512026
632	0.2375405603
633	0.2375298229
634	0.2375224047
635	0.237509133
636	0.2374994407
637	0.2374764295
638	0.2374591135
639	0.2374432886
640	0.2374286214
641	0.2374047067
642	0.2373919079
643	0.2373694339
644	0.2373570845
645	0.2373408762
646	0.2373388544
647	0.2373251057
648	0.2373077094
649	0.2372944611
650	0.2372925656
651	0.2372739702
652	0.2372668828
653	0.2372489998
654	0.2372255234
655	0.2372114289
656	0.2371896369
657	0.2371803147
658	0.2371618183
659	0.2371556876
660	0.2371468293
661	0.2371376544
662	0.2371238963
663	0.2371051599
664	0.2370966406
665	0.2370901169
666	0.237070524
667	0.2370541322
668	0.2370442274
669	0.2370401567
670	0.2370320528
671	0.2370121129
672	0.2369938116
673	0.2369825862
674	0.2369685838
675	0.2369672051
676	0.2369576121
677	0.2369428706
678	0.236923194
679	0.2369041203
680	0.2368989757
681	0.2368866855
682	0.2368865301
683	0.2368560867
684	0.2368419903
685	0.2368305283
686	0.2368211132
687	0.2368037813
688	0.2367897009
689	0.2367826404
690	0.2367665685
691	0.2367501295
692	0.2367366867
693	0.2367231095
694	0.236707657
695	0.2366880074
696	0.2366679844
697	0.2366522427
698	0.2366348822
699	0.2366295833
700	0.2366077109
701	0.2365869924
702	0.2365811606
703	0.2365717449
704	0.2365515321
705	0.236534172
706	0.2365166985
707	0.2365135631
708	0.2364913759
709	0.2364793874
710	0.2364685771
711	0.236457875
712	0.2364463978
713	0.2364282406
714	0.2364187941
715	0.2364080404
716	0.2363896642
717	0.2363647437
718	0.2363468104
719	0.236342814
720	0.236319223
721	0.2363134705
722	0.2363027528
723	0.2362871046
724	0.236278373
725	0.2362730519
726	0.2362510186
727	0.2362372498
728	0.2362328411
729	0.2362150016
730	0.2361971668
731	0.2361892143
732	0.2361828514
733	0.2361708948
734	0.2361684794
735	0.2361520866
736	0.2361497422
737	0.2361395083
738	0.2361296748
739	0.2361126673
740	0.2361035666
741	0.2361023038
742	0.2360896228
743	0.2360575082
744	0.2360485141
745	0.2360279482
746	0.2360194754
747	0.2359974267
748	0.2359725316
749	0.2359592593
750	0.2359530365
751	0.2359358267
752	0.2359207608
753	0.2359069928
754	0.2359033618
755	0.2358929005
756	0.2358794967
757	0.2358538982
758	0.2358404434
759	0.2358315579
760	0.2358191198
761	0.2357995582
762	0.2357915185
763	0.235778924
764	0.2357544156
765	0.2357378249
766	0.2357326565
767	0.2357119051
768	0.2357063162
769	0.2357012716
770	0.2356890174
771	0.2356741066
772	0.2356556357
773	0.2356403631
774	0.2356231283
775	0.2356066053
776	0.2355998534
777	0.2355741804
778	0.2355641319
779	0.2355503105
780	0.2355342331
781	0.2355151961
782	0.235499965
783	0.2354802795
784	0.2354635331
785	0.2354580796
786	0.2354360402
787	0.2354281301
788	0.2354225801
789	0.2354018961
790	0.2353863515
791	0.2353654294
792	0.2353583461
793	0.2353542594
794	0.2353465197
795	0.2353295117
796	0.2353168122
797	0.2352961745
798	0.2352842609
799	0.2352775037
800	0.2352585568
801	0.2352540335
802	0.2352322247
803	0.2352217309
804	0.2352027479
805	0.2351999159
806	0.2351781614
807	0.2351606067
808	0.2351421133
809	0.2351334371
810	0.2351140867
811	0.2351083755
812	0.2350940852
813	0.2350786633
814	0.2350683603
815	0.2350578708
816	0.2350475506
817	0.235027569
818	0.2350247591
819	0.2350012513
820	0.2349846204
821	0.2349714367
822	0.2349597681
823	0.2349513662
824	0.2349285157
825	0.2349167535
826	0.2349040963
827	0.2348886671
828	0.2348820794
829	0.2348651596
830	0.2348462706
831	0.2348297131
832	0.2348173117
833	0.2348127942
834	0.2348099313
835	0.234801449
836	0.2347903028
837	0.2347857855
838	0.2347750732
839	0.2347603785
840	0.234748648
841	0.2347463718
842	0.2347283921
843	0.2347114228
844	0.2347043613
845	0.2346977014
846	0.2346939309
847	0.2346835879
848	0.2346679193
849	0.2346541258
850	0.2346452176
851	0.2346411142
852	0.2346227368
853	0.234597997
854	0.2345841688
855	0.2345661437
856	0.2345524766
857	0.2345375248
858	0.2345292911
859	0.2345284848
860	0.234512075
861	0.2345012407
862	0.2344816099
863	0.2344590796
864	0.2344346154
865	0.2344135774
866	0.2344044823
867	0.2343988303
868	0.2343864393
869	0.2343825271
870	0.2343714329
871	0.2343585335
872	0.2343459665
873	0.2343354992
874	0.2343347589
875	0.2343247938
876	0.2343219839
877	0.2342994183
878	0.2342765174
879	0.2342597989
880	0.2342422917
881	0.2342387187
882	0.2342329597
883	0.2342146054
884	0.2341963073
885	0.2341783825
886	0.2341716068
887	0.2341653911
888	0.2341535602
889	0.2341449639
890	0.2341241162
891	0.2341173867
892	0.2341084958
893	0.2340970737
894	0.2340786488
895	0.2340690095
896	0.2340539214
897	0.2340265895
898	0.2340149978
899	0.2339995663
900	0.2339897137
901	0.233982591
902	0.2339712677
903	0.2339647436
904	0.2339457031
905	0.2339340138
906	0.2339120085
907	0.2338930325
908	0.233888221
909	0.2338687309
910	0.2338528485
911	0.2338460534
912	0.2338291569
913	0.2338092766
914	0.2337949538
915	0.2337759555
916	0.2337606111
917	0.2337545895
918	0.2337408822
919	0.2337342458
920	0.2337316946
921	0.2337122322
922	0.2336943471
923	0.2336785287
924	0.2336716073
925	0.2336600975
926	0.2336479839
927	0.2336428869
928	0.2336294297
929	0.2336108357
930	0.2336047526
931	0.2335984121
932	0.233579016
933	0.2335718485
934	0.2335493587
935	0.2335364086
936	0.2335251493
937	0.2335117022
938	0.2335058538
939	0.2334900777
940	0.2334833316
941	0.2334757646
942	0.2334674164
943	0.2334605306
944	0.2334464565
945	0.2334278905
946	0.2334150532
947	0.2333934255
948	0.2333757656
949	0.2333718881
950	0.2333624758
951	0.2333572366
952	0.2333463038
953	0.2333384255
954	0.2333311125
955	0.2333153874
956	0.233299745
957	0.2332881706
958	0.2332787631
959	0.2332577411
960	0.233241364
961	0.2332181242
962	0.2332006705
963	0.2331845933
964	0.2331803581
965	0.2331743766
966	0.2331613752
967	0.2331542021
968	0.2331478038
969	0.233134479
970	0.2331153195
971	0.2330990858
972	0.2330783099
973	0.2330594715
974	0.2330465125
975	0.2330331343
976	0.2330322961
977	0.2330280588
978	0.2330096418
979	0.2329920757
980	0.232977037
981	0.2329596066
982	0.2329396646
983	0.2329229366
984	0.2329133381
985	0.2329069392
986	0.2328949238
987	0.2328921405
988	0.2328807765
989	0.2328548934
990	0.2328336141
991	0.232824026
992	0.2328074909
993	0.2327888431
994	0.2327754923
995	0.2327599526
996	0.2327514151
997	0.2327308349
998	0.2327246546
999	0.2327078034
